Ticker,Company Name,Sector,Industry,Beta,Calendar Year,Period,Filing Date,Revenue,Cost Of Revenue,Net Income,Total Current Assets,Total Assets,Total Current Liabilities,Total Liabilities,Long-Term Debt,Short-Term Debt,Total Debt,Interest Expense,Income Before Tax,Income Tax Expense,Depreciation and Amortization,Operating Expenses,Operating Income,EBITDA,EBIT,EBT,Operating Cash Flow,Capital Expenditure,Cash And Short Term Investments,Net Cash,Free Cash Flow,Stock Based Compensation,Dividends Paid,Common Stock,Preferred Stock,Retained Earnings,Weighted Average Shares Outstanding,Revenue Per Share,Earnings per Share,Book Value Per Share,Current Ratio,Quick Ratio,Return On Equity,Return On Invested Capital,Return On Assets,Return On Capital Employed,Gross Profit Margin,Operating Profit Margin,Effective Tax Rate,Pre-Tax Cost of Debt,After-Tax Cost of Debt,Interest Coverage Ratio,Price Dates,Price,Market Cap,P/E Ratio,P/S Ratio,Risk Free Rate,Equity Risk Premium,WACC,Avg Market Return
AVGO,Broadcom Inc.,Technology,Semiconductors,1.19,2023,FY,14/12/2023,35819000000,11129000000,14082000000,20847000000,72861000000,7405000000,48873000000,37621000000,1608000000,39229000000,1622000000,15097000000,1015000000,3835000000,8239000000,16207000000,20798000000,16719000000,15097000000,18085000000,-452000000,14189000000,-25040000000,17633000000,2171000000,-7645000000,0,0,2682000000,4150000000,86.310,33.930,5.780,2.820,2.560,0.587,0.239,0.193,0.248,0.689,0.452,0.0670,0.0410,0.0390,9.99,17/04/2024,128.26,53227900928,3.78,1.49,0.046,0.034,0.066,0.08
AVY,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,0.89,2023,FY,21/02/2024,8364299999,6086800000,503000000,2796000000,8209799999,2699500000,6081900000,2622100000,622200000,3244300000,119000000,694700000,191700000,167895,1313700000,963800000,1262200000,813700000,694700000,826000000,-285100000,215000000,-3029300000,540900000,22300000,-256700000,124100000,0,4691800000,80700000,103.650,6.230,26.370,1.040,0.690,0.236,0.130,0.061,0.175,0.272,0.115,0.2760,0.0370,0.0270,8.1,25/06/2024,225.72,18215604224,36.23,2.18,0.043,0.038,0.068,0.08
AWK,"American Water Works Company, Inc.",Utilities,Regulated Water,0.67,2023,FY,14/02/2024,4234000000,1720000000,944000000,1389000000,30298000000,2151000000,20501000000,11788000000,654000000,12442000000,460000000,1196000000,252000000,167895,1010000000,1504000000,2360000000,1656000000,1196000000,1874000000,-2734000000,330000000,-12112000000,-860000000,25000000,-532000000,2000000,3000000,1659000000,193000000,21.940,4.890,50.760,0.650,0.590,0.096,0.053,0.031,0.053,0.594,0.355,0.2110,0.0370,0.0290,3.27,18/06/2024,130.47,25180710912,26.68,5.95,0.042,0.038,0.055,0.08
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,0.95,2023,FY,27/02/2024,1563391000,608009000,174227000,2396649000,3436845000,799969000,1824811000,677113000,5784000,710663000,6995000,155000000,-19227000,167895,800593000,154789000,187427000,161995000,155000000,189263000,-60270000,1322539000,611876000,128993000,131358000,0,1000,10678000,431249000,74195000,21.070,2.350,21.730,3.000,2.660,0.108,0.076,0.051,0.059,0.611,0.099,-0.1240,0.0100,0.0110,22.13,01/07/2024,289.21,21457936384,123.07,13.73,0.045,0.035,0.076,0.08
AXP,American Express Company,Financial Services,Financial - Credit Services,1.21,2023,FY,09/02/2024,60363000000,25851000000,8374000000,146311000000,261108000000,143546000000,233051000000,47866000000,1293000000,49159000000,6849000000,10513000000,2139000000,1651000000,-49850000000,10513000000,12164000000,17362000000,10513000000,18559000000,-1563000000,48308000000,-851000000,16996000000,450000000,-1780000000,145000000,19612000000,19612000000,735000000,82.130,11.230,38.170,1.020,0.010,0.298,0.108,0.032,0.089,0.572,0.174,0.2030,0.1390,0.1110,1.53,13/06/2024,222.19,163309649920,19.79,2.71,0.043,0.038,0.093,0.08
AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,0.71,2023,FY,24/10/2023,17457209000,8386787000,2528426000,6779426000,15985878000,8511856000,20335772000,10585595000,344172000,10929767000,306372000,3167614000,639188000,497577000,5596436000,3473986000,3473986000,3473986000,3167614000,2940788000,-796657000,277054000,-10652713000,2144131000,93087000,0,189000,0,-2959278000,18510000,943.120,136.600,-235.000,0.800,0.120,-0.581,0.421,0.158,0.465,0.520,0.199,0.2020,0.0280,0.0220,11.34,25/06/2024,2936.41,54352949248,21.50,3.11,0.043,0.040,0.061,0.08
BA,The Boeing Company,Industrials,Aerospace & Defense,1.56,2023,FY,31/01/2024,77794000000,70070000000,-2222000000,109275000000,137012000000,95827000000,154240000000,47103000000,5500000000,52603000000,2459000000,-2005000000,237000000,1861000000,8545000000,-773000000,2267000000,474000000,-2005000000,5960000000,-1527000000,15965000000,-36638000000,4433000000,690000000,0,5061000000,0,27251000000,605800000,128.420,-3.670,-28.440,1.140,0.310,0.129,-0.024,-0.016,-0.019,0.099,-0.010,-0.1180,0.0470,0.0520,-0.31,04/06/2024,188.62,114265997312,-51.40,1.47,0.043,0.037,0.085,0.08
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,1.36,2023,FY,20/02/2024,98581000000,4394000000,26515000000,981003000000,3180151000000,958561000000,2888505000000,302204000000,32098000000,334302000000,73331000000,28342000000,1827000000,2057000000,65845000000,28342000000,30374000000,101673000000,28342000000,44982000000,0,-27892000000,-362194000000,44982000000,2942000000,-9087000000,56365000000,28397000000,224672000000,8028600000,12.280,3.100,36.330,1.020,1.100,0.091,0.042,0.008,0.013,0.955,0.288,0.0640,0.2190,0.2050,0.39,24/06/2024,40.02,321304559616,12.91,3.26,0.042,0.038,0.150,0.08
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,0.85,2023,FY,20/02/2024,14029000000,11359000000,707000000,4883000000,19303000000,6185000000,15466000000,7504000000,1065000000,8569000000,-459000000,834000000,123000000,167895,1377000000,1426000000,2112000000,371000000,834000000,1863000000,-1045000000,695000000,-7874000000,818000000,33000000,-252000000,1312000000,0,7763000000,314775000,44.570,2.250,12.190,0.790,0.540,0.188,0.098,0.037,0.109,0.190,0.102,0.1470,-0.0540,-0.0460,-3.11,24/06/2024,61.58,19383844864,27.37,1.38,0.042,0.038,0.038,0.08
BAX,Baxter International Inc.,Healthcare,Medical - Instruments & Supplies,0.57,2023,FY,08/02/2024,14813000000,9838000000,2656000000,9600000000,28276000000,6503000000,19808000000,11064000000,2796000000,14364000000,512000000,-103000000,-34000000,167895,4563000000,390000000,1751000000,3134000000,-103000000,1726000000,-692000000,3198000000,-11166000000,1034000000,133000000,-586000000,683000000,0,16114000000,506000000,29.270,-0.450,16.740,1.480,1.040,0.316,0.012,0.094,0.018,0.336,0.026,0.3300,0.0360,0.0240,0.76,12/06/2024,33.31,16854859776,-74.02,1.14,0.043,0.037,0.046,0.08
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,1.5,2023,FY,17/03/2023,46298000000,36386000000,1419000000,8802000000,15803000000,8979000000,13008000000,3324000000,654000000,3978000000,35000000,1788000000,370000000,167895,7970000000,1795000000,2860000000,1824000000,1788000000,1824000000,-930000000,1874000000,-2104000000,894000000,138000000,-789000000,22000000,0,2430000000,224800000,205.950,6.310,12.430,0.980,0.410,0.508,0.210,0.090,0.263,0.214,0.039,0.2070,0.0090,0.0070,51.29,17/11/2023,68.22,15335856128,10.81,0.33,0.044,0.040,0.079,0.08
BDX,"Becton, Dickinson and Company",Healthcare,Medical - Instruments & Supplies,0.44,2023,FY,21/11/2023,19372000000,11202000000,1484000000,8676000000,52780000000,6641000000,26984000000,14738000000,1141000000,15879000000,452000000,1662000000,132000000,2288000000,5746000000,2111000000,4715000000,2068000000,1662000000,2989000000,-874000000,1424000000,-14455000000,2115000000,259000000,-1114000000,371000000,0,15535000000,286282000,67.670,4.970,90.110,1.310,0.810,0.058,0.047,0.028,0.046,0.422,0.109,0.0790,0.0280,0.0260,4.67,23/07/2024,234.33,67084460032,47.15,3.46,,,0.005,0.08
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,1.45,2023,FY,14/11/2023,7849400000,3494000000,882800000,5750800000,30121200000,1393200000,16547300000,11752400000,467800000,11752400000,123700000,1415700000,312300000,6483900000,3253100000,1102300000,1443400000,1318800000,1415700000,1138700000,-148800000,4402400000,-7350000000,989900000,182600000,-607300000,49600000,12376600000,12376600000,490000000,16.020,1.720,27.700,4.130,4.130,0.074,0.036,0.029,0.038,0.555,0.140,0.2210,0.0100,0.0080,8.91,16/07/2024,23.97,11745300480,13.94,1.50,0.042,0.040,0.053,0.08
BG,Bunge Limited,Consumer Defensive,Agricultural Farm Products,0.66,2023,FY,31/12/2023,59532000000,55618000000,2243000000,16350000000,25372000000,7687000000,13557000000,4080000000,1110000000,5756000000,516000000,3051000000,714000000,167895,1716000000,2198000000,2649000000,3473000000,3051000000,3285000000,-1122000000,2728000000,-3028000000,2163000000,69000000,-383000000,1000000,1000000,12077000000,148804387,400.070,15.070,79.400,2.130,1.140,0.207,0.105,0.088,0.124,0.066,0.037,0.2340,0.0900,0.0690,4.26,04/05/2024,102.26,15216736256,6.79,0.26,0.045,0.035,0.068,0.08
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,-0.04,2023,FY,13/02/2024,9835600000,2533400000,1161100000,6859300000,26844800000,3434300000,12045400000,7188200000,150000000,7338200000,246900000,1296800000,135300000,167895,5471100000,1296800000,2598900000,1543300000,1296800000,1547200000,-311400000,1049900000,-6288300000,1235800000,264200000,0,100000,0,17627600000,144700000,67.970,8.020,102.280,2.000,1.260,0.078,0.052,0.043,0.055,0.742,0.132,0.1040,0.0340,0.0300,5.25,17/06/2024,226.46,32768761856,28.24,3.33,0.043,0.037,0.039,0.08
BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Medical - Devices,0.93,2023,FY,16/02/2024,2671262000,1239916000,-637324000,3048330000,12299070000,522799000,3557937000,1189452000,41365000,1405895000,49439000,-850104000,-212780000,192400000,1047550000,383796000,576196000,-800665000,-850104000,374943000,-156680000,1612853000,206958000,218263000,61300000,-100101000000,3000,0,9260629000,29209000,91.450,-21.820,299.260,5.830,4.340,-0.073,0.029,-0.052,0.033,0.536,0.144,0.2500,0.0350,0.0260,7.76,20/06/2024,285.62,8342674432,-13.09,3.12,0.043,0.037,0.070,0.08
BK,The Bank of New York Mellon Corporation,Financial Services,Asset Management,1.08,2023,FY,31/12/2023,17293000000,0,3286000000,178653000000,409953000000,103249000000,368944000000,28157000000,36677000000,65994000000,2324000000,4088000000,800000000,57000000,13295000000,3998000000,3941000000,6410000000,4088000000,5912000000,-1220000000,-116472000000,-182466000000,4692000000,413000000,-1487000000,14000000,4343000000,39653000000,784069000,22.060,3.890,52.300,1.730,0.690,0.080,0.030,0.008,0.013,1.000,0.231,0.1960,0.0350,0.0280,1.72,04/05/2024,57.48,45068288000,14.78,2.61,0.045,0.035,0.050,0.08
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,1.38,2023,FY,22/02/2024,21365000000,665000000,4289000000,17034000000,24342000000,13330000000,27086000000,12223000000,2147000000,15003000000,897000000,5481000000,1192000000,665000000,14860000000,5840000000,6505000000,6378000000,5481000000,7344000000,-345000000,12711000000,-2292000000,6999000000,530000000,0,0,0,31830000000,36140000,591.170,118.680,-75.930,1.280,1.280,-1.563,0.393,0.176,0.530,0.969,0.273,0.2170,0.0600,0.0470,6.51,26/06/2024,3982.38,143923216384,33.56,6.74,0.043,0.037,0.090,0.08
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,1.4,2023,FY,05/02/2024,25506000000,20255000000,1943000000,16301000000,36945000000,12991000000,21426000000,5873000000,148000000,6021000000,216000000,2655000000,685000000,167895,2611000000,2317000000,4281000000,2844000000,2655000000,3062000000,-1224000000,2646000000,-3375000000,1838000000,197000000,-786000000,0,0,-8819000000,1008000000,25.300,1.930,15.400,1.250,0.860,0.126,0.080,0.053,0.097,0.206,0.091,0.2580,0.0360,0.0270,10.73,09/06/2024,32.44,32699518976,16.81,1.28,0.044,0.036,0.084,0.08
BLDR,"Builders FirstSource, Inc.",Industrials,Construction,2.04,2023,FY,22/02/2024,17097330000,11244071000,1540555000,3300728000,10749683000,1863437000,6017332000,3176298000,101866000,3713358000,192115000,1984204000,443649000,167895,3676940000,2176319000,2734594000,2176319000,1984204000,2306872000,-476335000,66156000,-3647202000,1830537000,48522000,0,1219000,0,460184000,127777000,133.810,12.060,37.040,1.770,1.110,0.325,0.211,0.143,0.245,0.342,0.127,0.2240,0.0520,0.0400,11.33,26/06/2024,136.74,17472227328,11.34,1.02,0.043,0.037,0.104,0.08
BLK,"BlackRock, Inc.",Financial Services,Asset Management,1.33,2023,FY,23/02/2024,18656000000,4160000000,5502000000,19173000000,123211000000,1240000000,81971000000,6923000000,995000000,9702000000,292000000,7155000000,1479000000,427000000,7457000000,7039000000,7466000000,7273000000,7155000000,4139000000,-344000000,8736000000,-966000000,3795000000,630000000,-3035000000,2000000,32343000000,32343000000,149327558,124.930,36.850,276.170,15.460,15.460,0.140,0.118,0.045,0.058,0.777,0.377,0.2070,0.0300,0.0240,24.11,27/06/2024,781.13,116644233216,21.20,6.25,0.043,0.037,0.087,0.08
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,0.44,2023,FY,13/02/2024,45006000000,10693000000,8025000000,31770000000,95159000000,22262000000,65674000000,38183000000,3281000000,41464000000,1166000000,8440000000,400000000,9760000000,26118000000,17242000000,19177000000,9591000000,8440000000,13860000000,-1209000000,12280000000,-29184000000,12651000000,518000000,-4744000000,292000000,0,28766000000,2069000000,21.750,3.880,14.250,1.430,1.310,0.273,0.232,0.084,0.236,0.762,0.383,0.0470,0.0280,0.0270,14.79,17/06/2024,40.97,84766932992,10.56,1.88,0.043,0.037,0.048,0.08
BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,1.05,2023,FY,08/08/2023,6060900000,4275500000,630600000,1392500000,8233200000,2397800000,5992600000,2234700000,1178500000,3413200000,135500000,794900000,164300000,167895,849000000,936400000,1229200000,930400000,794900000,823300000,-75200000,252300000,-3160900000,748100000,73100000,-331000000,1600000,0,3113000000,117700000,51.490,5.360,19.040,0.580,0.570,0.281,0.131,0.077,0.160,0.295,0.154,0.2070,0.0400,0.0320,6.91,09/04/2024,207.24,24392148992,38.66,4.02,0.044,0.040,0.076,0.08
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,0.87,2023,FY,26/02/2024,364482000000,293536000000,96223000000,211841000000,1069978000000,8253000000,499208000000,122936000000,5335000000,128271000000,5003000000,120166000000,23019000000,12486000000,22822000000,48124000000,60610000000,124245000000,120166000000,49196000000,-19409000000,167641000000,39370000000,29787000000,0,0,8000000,0,607350000000,2173319709,167.710,44.270,262.630,25.670,22.740,0.171,0.056,0.090,0.045,0.195,0.132,0.1920,0.0390,0.0320,9.62,30/06/2024,405.19,880607428608,9.15,2.42,0.044,0.036,0.070,0.08
BRO,"Brown & Brown, Inc.",Financial Services,Insurance - Brokers,0.82,2023,FY,22/02/2024,4257100000,206000000,870500000,5129900000,14915800000,4956900000,9337000000,3226900000,568700000,3974200000,190000000,1146100000,275600000,167895,2836500000,1214600000,1420600000,1336100000,1146100000,1009500000,-68900000,2313900000,-1660300000,940600000,89400000,-135000000,30400000,5288500000,5288500000,279600000,15.230,3.070,19.950,1.030,1.030,0.156,0.098,0.058,0.122,0.952,0.285,0.2400,0.0480,0.0360,6.39,26/06/2024,90.58,25326168064,29.50,5.95,0.043,0.037,0.068,0.08
BSX,Boston Scientific Corporation,Healthcare,Medical - Devices,0.79,2023,FY,20/02/2024,14240000000,4345000000,1593000000,6514000000,35136000000,4933000000,15606000000,8961000000,531000000,9492000000,265000000,1985000000,393000000,1196000000,7478000000,2343000000,3620000000,2251000000,1985000000,2503000000,-800000000,865000000,-8627000000,1703000000,233000000,-28000000,17000000,0,819000000,1453000000,9.800,1.080,13.440,1.320,0.820,0.083,0.065,0.045,0.078,0.695,0.164,0.1980,0.0280,0.0220,8.84,24/06/2024,76.71,111459631104,71.03,7.83,0.042,0.038,0.068,0.08
BWA,BorgWarner Inc.,Consumer Cyclical,Auto - Parts,1.21,2023,FY,08/02/2024,14198000000,11630000000,625000000,6217000000,14453000000,3767000000,8387000000,3819000000,110000000,3929000000,73000000,991000000,289000000,582000000,1320000000,1160000000,1895000000,987000000,991000000,1397000000,-832000000,1534000000,-2395000000,565000000,58000000,-130000000,3000000,0,6152000000,232800000,60.990,2.680,26.060,1.650,1.300,0.107,0.084,0.043,0.109,0.181,0.082,0.2920,0.0190,0.0130,15.89,12/06/2024,34.24,7971072000,12.78,0.56,0.043,0.037,0.063,0.08
BX,Blackstone Inc.,Financial Services,Asset Management,1.49,2023,FY,25/01/2024,7683902000,253162000,1390880000,2955866000,40293649000,2440261000,22218435000,11304059000,163003000,12293882000,431868000,2957714000,513461000,134175000,4726188000,3134640000,3484582000,2336209000,2957714000,4056906000,-224231000,3272063000,-9021819000,3832675000,987549000,-4268447000,7000,660734000,660734000,755204556,10.170,1.840,23.930,1.210,1.210,0.204,0.142,0.034,0.083,0.967,0.408,0.1740,0.0350,0.0290,7.26,29/05/2024,116.13,87701905408,63.11,11.41,0.046,0.034,0.088,0.08
BXP,"Boston Properties, Inc.",Real Estate,REIT - Office,1.2,2023,FY,27/02/2024,3273569000,2064755999,190215000,3194383000,26026149000,763189000,17833785000,13967069000,1959598000,16624649000,572869000,291424000,101209001,2239067000,174311000,1034502000,1865315000,864293001,291424000,1301520000,-484536000,1612567000,-15012082000,816984000,51478000,-687809000,1569000,0,-816152000,156863000,20.870,1.210,52.230,4.190,4.190,0.032,0.031,0.007,0.041,0.369,0.316,0.3470,0.0340,0.0220,1.81,01/07/2024,60.69,9520015360,50.16,2.91,0.045,0.035,0.046,0.08
C,Citigroup Inc.,Financial Services,Banks - Diversified,1.45,2023,FY,23/02/2024,70700000000,45086000000,9228000000,241915000000,2411834000000,735525000000,2215032000000,275760000000,315564000000,594298000000,78358000000,12910000000,3528000000,4560000000,57790000000,13691000000,9131000000,91114000000,12910000000,2493000000,-6583000000,241915000000,-352383000000,-4090000000,1819000000,-5212000000,31000000,17600000000,198905000000,1930100000,36.630,4.070,101.960,0.330,1.890,0.045,0.012,0.004,0.008,0.362,0.194,0.2730,0.1320,0.0960,0.17,27/06/2024,61.55,118797656064,15.12,1.68,0.043,0.037,0.096,0.08
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,0.31,2023,FY,13/07/2023,12277000000,9012200000,683600000,3385000000,22052600000,4440700000,13245300000,7081300000,2157400000,9238700000,409600000,689900000,218700000,167895,2189500000,1099500000,1469400000,1311900000,689900000,995400000,-362200000,93900000,-9144800000,633200000,79200000,-623800000,2921200000,70500000,6599400000,478900000,25.640,1.430,18.390,0.760,0.260,0.078,0.042,0.031,0.062,0.266,0.090,0.3170,0.0440,0.0300,2.68,14/03/2024,27.90,13361309696,19.51,1.09,0.043,0.040,0.045,0.08
CAH,"Cardinal Health, Inc.",Healthcare,Medical - Distribution,0.62,2023,FY,15/08/2023,205012000000,198123000000,261000000,33833000000,43417000000,33706000000,46268000000,3909000000,792000000,4701000000,93000000,638000000,376000000,167895,5119000000,727000000,2466000000,730000000,638000000,2839000000,-481000000,4043000000,-658000000,2358000000,96000000,-525000000,2747000000,0,-534000000,261000000,785.490,1.000,-10.920,1.000,0.530,-0.092,0.161,0.006,0.075,0.034,0.003,0.5890,0.0200,0.0080,7.82,16/04/2024,107.17,27971371008,107.17,0.14,0.047,0.030,0.059,0.08
CARR,Carrier Global Corporation,Industrials,Construction,1.19,2023,FY,06/02/2024,22098000000,15715000000,1349000000,18780000000,32822000000,6891000000,23817000000,14633000000,51000000,14684000000,362000000,2084000000,644000000,542000000,3915000000,2296000000,3389000000,2355000000,2084000000,2607000000,-469000000,10015000000,-4669000000,2138000000,81000000,-620000000,9000000,0,6591000000,837300000,26.390,1.610,10.750,2.730,2.400,0.156,0.068,0.041,0.088,0.289,0.104,0.3090,0.0250,0.0170,6.34,10/06/2024,62.54,52364742656,38.84,2.37,0.045,0.035,0.071,0.08
CAT,Caterpillar Inc.,Industrials,Agricultural - Machinery,1.11,2023,FY,16/02/2024,67060000000,43607000000,10335000000,46949000000,87476000000,34728000000,67973000000,24472000000,13553000000,38452000000,511000000,13050000000,2781000000,2144000000,9627000000,13826000000,15970000000,13627000000,13050000000,12885000000,-3092000000,6978000000,-31474000000,9793000000,208000000,-2563000000,6403000000,0,51250000000,510600000,131.340,20.240,38.200,1.350,0.870,0.530,0.189,0.118,0.262,0.350,0.206,0.2130,0.0130,0.0100,27.06,20/06/2024,329.13,168053784576,16.26,2.51,0.043,0.037,0.070,0.08
